#,# Espec,Produto,,Categoria,Status,Data,Preço Base,Link Produto 1 (China),Link Afiliado 1,Link Produto 2 (Brasil),Link Afiliado 2,Título,Descrição,link_img
#1,#M19,Palmilha Ortopédica 3D em Gel,PalmilhaOrtopédica3DemGel,#N/A,4- Postado,07/02/2023,"R$ 17,99",https://shopee.com.br/Palmilha-Ortop%C3%A9dicos-arch-Suporte-Flatfoot-Palmilhas-Ortop%C3%A9dicas-Para-P%C3%A9s-Ease-Press%C3%A3o-De-Movimento-Do-Ar-Amortecimento-Estofamento-i.576628917.12240946808?sp_atk=87a1023c-a3e8-4c6a-86c2-0b82537c5eb5&xptdk=87a1023c-a3e8-4c6a-86c2-0b82537c5eb5,https://shope.ee/cY4hG6Rn,https://shopee.com.br/1-Par-Paumilha-De-Apoio-Em-Arco-3D-Para-Mulheres-Homens-Aliviar-A-Dor-De-P%C3%A9-i.315558682.11550914188?sp_atk=80b19363-f12f-4f4e-8c6a-edf07063fb99&xptdk=80b19363-f12f-4f4e-8c6a-edf07063fb99,https://shope.ee/9UTdOBsBu4,#1 - Palmilha Ortopédica 3D em Gel,Sinta-se mais energizado ao longo do dia!,https://cf.shopee.com.br/file/078d84d90273fca8342fc0eafd2862db
#2,#T09,Trem de Dominó Educacional,TremdeDominóEducacional,#N/A,4- Postado,07/02/2023,"R$ 81,00",https://shopee.com.br/Trem-Empilha-Domin%C3%B3-80-Pe%C3%A7as-Com-Fuma%C3%A7a-Dm-Toys-i.733005134.19820759595?sp_atk=7adb21c8-03c2-4d47-a216-2d83cdaee149&xptdk=7adb21c8-03c2-4d47-a216-2d83cdaee149,https://shope.ee/8Ub6CO82sa,https://shopee.com.br/Hsp1-Trem-El%C3%A9trico-Com-Trem-De-Domin%C3%B3-Tijolos-Kiddie-Sensory-Educa%C3%A7%C3%A3o-Aprendizagem-Presente-i.290355754.13614102556?sp_atk=9ce7d5e3-9209-4b6d-ade9-1ce7efb270d2&xptdk=9ce7d5e3-9209-4b6d-ade9-1ce7efb270d2,https://shope.ee/3Kt02uEWXs,#2 - Trem de Dominó Educacional,Permita que seu filho brinque enquanto aprende!,https://cf.shopee.com.br/file/938b6cbf436a450ce326fdfc72bb52ad
#3,#M18,Óculos de sol Multicor 6 em 1,ÓculosdesolMulticor6em1,#N/A,4- Postado,07/02/2023,"R$ 37,99",https://shopee.com.br/DEARMILIU-Ultra-light-6pcs-1set-Polarized-Clip-On-Sunglasses-Men-Women-Magnetic-Eyewear-Eyeglass-Frames-Optical-Glasses-i.238607548.7928532897?sp_atk=9e89e739-703b-40a6-b1a5-64ebede9f4d9&xptdk=9e89e739-703b-40a6-b1a5-64ebede9f4d9,https://shope.ee/4AS72SbCym,https://shopee.com.br/Fashion-Clip-on-Magnetic-Women-Sunglasses-Men-Magnet-Clip-Myopia-Glasses-Outdoor-Sports-1-5-Combined-Sunglasses-i.235614951.5345461020?sp_atk=d460b064-b555-44b1-9e1f-34f24c736fc3&xptdk=d460b064-b555-44b1-9e1f-34f24c736fc3,https://shope.ee/8zXMnM0bD6,#3 - Óculos de sol Multicor 6 em 1,Garanta o óculos mais desejado do verão 2023,https://cf.shopee.com.br/file/ce272c30b4a99470a66cefbd6971e95d
#4,#M07,Auxiliar de Sono e Anti-Ronco,AuxiliardeSonoeAnti-Ronco,#N/A,4- Postado,08/02/2023,"R$ 12,20",https://shopee.com.br/Protetor-Bucal-Mold%C3%A1vel-Anti-Ronco-Apneia-Bruxismo-i.740994644.14571881786?sp_atk=bb3d988e-cb28-439d-b276-6d7a761061b3&xptdk=bb3d988e-cb28-439d-b276-6d7a761061b3,https://shope.ee/3VCQFGhTYA,https://shopee.com.br/Kit-Anti-Ronco-Protetor-Bucal-Faixa-Queixeira-E-Clip-Nasal-i.384014574.19552221437?sp_atk=19aa9768-322c-4e4e-85d2-18be2d2a635e&xptdk=19aa9768-322c-4e4e-85d2-18be2d2a635e,https://shope.ee/6pSsDP82WH,#4 - Auxiliar de Sono e Anti-Ronco,"Chega de noites mal dormidas, tanto para você, quanto para quem estiver ao seu redor!",
#5,#C04,Desentupidor de Encanamentos,DesentupidordeEncanamentos,#N/A,4- Postado,08/02/2023,"R$ 4,00",https://shopee.com.br/Haste-De-Limpeza-Esgoto-Banheiro-Cozinha-Limpador-E-Desentupidor-Pia-Ralo-i.299222557.18430862841?sp_atk=63157ffb-4d93-438e-a0aa-265df4396b22&xptdk=63157ffb-4d93-438e-a0aa-265df4396b22,https://shope.ee/VYofmRYKR,https://shopee.com.br/Haste-De-Limpeza-Esgoto-Banheiro-Cozinha-Limpador-E-Desentupidor-Pia-Ralo-i.375602651.16483753312?sp_atk=ed38aeea-21ff-490f-89c5-2aa14e27dd56&xptdk=ed38aeea-21ff-490f-89c5-2aa14e27dd56,https://shope.ee/3VCQFJ2Wqe,#5 - Desentupidor de Encanamentos,"Pia entupida, aquela água suja acumulada e mau cheiro?",
#6,#T02,Luz de Freio Inteligente,LuzdeFreioInteligente,#N/A,4- Postado,08/02/2023,"R$ 49,00",https://shopee.com.br/ROCKBROS-Bicicleta-Luz-Da-Cauda-100-Lumens-Inteligente-Sensor-De-Freio-Traseira-Selim-Seatpost-500-Mah-USB-Recarreg%C3%A1vel-Warnin-i.375452801.14345888544?sp_atk=0495f00b-4079-434e-a183-ccbcb2669a50&xptdk=0495f00b-4079-434e-a183-ccbcb2669a50,https://shope.ee/4KlXEqul7M,https://shopee.com.br/ROCKBROS-Luz-Traseira-Com-Sensor-De-Freio-Inteligente-Para-Bicicleta-De-Estrada-MTB-Luz-De-Alerta-%C3%A0-Prova-D'%C3%A1gua-i.375452801.10515632557?sp_atk=96bf71ee-ac53-4362-8b5b-0c20ccce32dd&xptdk=96bf71ee-ac53-4362-8b5b-0c20ccce32dd,https://shope.ee/1fkm3xiN2u,#6 - Luz de Freio Inteligente,Andar de bicicleta nunca será tão seguro!,
#7,#C12,Protetor de Ralo de Silicone,ProtetordeRalodeSilicone,#N/A,4- Postado,09/02/2023,"R$ 3,99",https://shopee.com.br/Tampa-De-Silicone-Ralo-Pia-Tampa-Estrela-Cozinha-Banheiro-Universal-Filtro-Anti-Res%C3%ADduos-Flex-Drain-i.461633669.13071681891?sp_atk=47d5e6d8-2e1c-47b1-afd6-4deede566125&xptdk=47d5e6d8-2e1c-47b1-afd6-4deede566125,https://shope.ee/10V5Gl2F0c,https://shopee.com.br/Tampa-de-Ralo-Formato-Estrela-Filtro-de-Pia-em-Silicone-com-Ventosas-i.521289385.10048153420?sp_atk=023492df-6055-4c8c-867f-5b4362584b2d&xptdk=023492df-6055-4c8c-867f-5b4362584b2d,https://shope.ee/3VCQFMaaEj,#7 - Protetor de Ralo de Silicone,Chega de ter o seu ralo entupido!,
#8,#M05,Aliviador de Tensões para a Mão,AliviadordeTensõesparaaMão,#N/A,,,"R$ 9,80",https://shopee.com.br/Massageador-De-Acupress%C3%A3o-Tens%C3%A3o-Al%C3%ADvio-Da-M%C3%A3o-i.477428067.10993219538,https://shope.ee/AvyHGDCO8,https://shopee.com.br/-takejoyfine-Massageador-De-Acupress%C3%A3o-Wearable-Al%C3%ADvio-Da-Dor-De-Cabe%C3%A7a-Tens%C3%A3o-Aliviando-A-i.272038353.6642732981?sp_atk=019bd147-d8d3-4c9e-b23e-8afb48829196&xptdk=019bd147-d8d3-4c9e-b23e-8afb48829196,https://shope.ee/5AKeEScEKX,#8 - Aliviador de Tensões para a Mão,Restaure sua energia e força através de uma poderosa massagem,
#9,#T01,Carteira Antifurto com RFID,CarteiraAntifurtocomRFID,#N/A,,,"R$ 6,50",https://shopee.com.br/Porta-Guarda-Cart%C3%A3o-Ultra-Resistente-disponivel-em-varias-cores-a-pronto-entrega-i.436037029.3992815980?sp_atk=92a892f5-2a4f-4983-b441-d9dbcb501eed&xptdk=92a892f5-2a4f-4983-b441-d9dbcb501eed,https://shope.ee/408gqNRVrN,https://shopee.com.br/Porta-Guarda-Cart%C3%A3o-Ultra-Resistente-disponivel-em-varias-cores-a-pronto-entrega-i.409941475.9141719268?sp_atk=67f5fc16-6b05-4a64-9d6d-2002e88df96c&xptdk=67f5fc16-6b05-4a64-9d6d-2002e88df96c,https://shope.ee/7KP8oUJcvJ,#9 - Carteira Antifurto com RFID,Conheça essa carteira que é um verdadeiro escudo contra roubos de dados!,
